Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Begin Path
1302	Spectrogram 1	1	24049.655000000	24052.838000000	30.1	64.2	3.183	34.1	-58.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1303	Spectrogram 1	1	24079.655000000	24081.684000000	31.7	48.0	2.029	16.3	-51.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1304	Spectrogram 1	1	24081.127000000	24084.270000000	26.0	101.6	3.143	75.6	-51.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1305	Spectrogram 1	1	24082.082000000	24086.140000000	13.8	30.9	4.058	17.1	-49.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1306	Spectrogram 1	1	24087.780000000	24091.082000000	17.1	284.6	3.302	267.5	-53.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1307	Spectrogram 1	1	24090.804000000	24093.788000000	21.1	56.9	2.984	35.8	-50.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1308	Spectrogram 1	1	24142.934000000	24144.843000000	28.5	63.4	1.909	34.9	-57.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1309	Spectrogram 1	1	24145.560000000	24147.151000000	22.0	33.3	1.591	11.3	-55.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1310	Spectrogram 1	1	24155.705000000	24157.854000000	30.1	61.8	2.149	31.7	-58.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1311	Spectrogram 1	1	24176.236000000	24178.265000000	26.8	43.9	2.029	17.1	-56.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1312	Spectrogram 1	1	24236.284000000	24238.910000000	28.5	65.9	2.626	37.4	-59.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1313	Spectrogram 1	1	24281.849000000	24286.225000000	26.8	61.0	4.376	34.2	-53.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1314	Spectrogram 1	1	24287.737000000	24289.727000000	28.5	43.1	1.990	14.6	-60.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1315	Spectrogram 1	1	24298.082000000	24300.310000000	23.2	40.2	2.228	17.0	-61.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1316	Spectrogram 1	1	24302.626000000	24305.411000000	26.0	254.5	2.785	228.5	-56.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1317	Spectrogram 1	1	24306.167000000	24309.907000000	20.7	275.2	3.740	254.5	-52.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1318	Spectrogram 1	1	24309.111000000	24313.488000000	31.7	222.8	4.377	191.1	-50.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1319	Spectrogram 1	1	24309.668000000	24313.727000000	11.4	67.5	4.059	56.1	-45.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1320	Spectrogram 1	1	24343.329000000	24345.358000000	29.3	47.2	2.029	17.9	-60.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1321	Spectrogram 1	1	24361.878000000	24364.623000000	23.6	44.7	2.745	21.1	-56.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1322	Spectrogram 1	1	24368.920000000	24370.711000000	30.1	43.1	1.791	13.0	-54.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1323	Spectrogram 1	1	24381.573000000	24385.512000000	22.0	35.8	3.939	13.8	-57.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1324	Spectrogram 1	1	24390.843000000	24393.310000000	24.4	40.7	2.467	16.3	-53.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1325	Spectrogram 1	1	24443.491000000	24445.679000000	26.0	41.5	2.188	15.5	-55.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1326	Spectrogram 1	1	24556.146000000	24560.164000000	29.3	100.8	4.018	71.5	-55.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1327	Spectrogram 1	1	24604.655000000	24609.589000000	27.6	42.3	4.934	14.7	-58.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1328	Spectrogram 1	1	24657.382000000	24659.451000000	28.5	44.7	2.069	16.2	-58.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1329	Spectrogram 1	1	24734.706000000	24738.088000000	22.0	36.6	3.382	14.6	-60.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1330	Spectrogram 1	1	24747.438000000	24750.223000000	26.8	41.5	2.785	14.7	-59.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1331	Spectrogram 1	1	24757.743000000	24760.687000000	30.9	65.9	2.944	35.0	-57.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1332	Spectrogram 1	1	24793.400000000	24796.305000000	29.5	67.2	2.905	37.7	-54.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1333	Spectrogram 1	1	24803.029000000	24806.252000000	25.4	59.8	3.223	34.4	-57.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1334	Spectrogram 1	1	24810.469000000	24812.777000000	30.3	46.7	2.308	16.4	-52.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1335	Spectrogram 1	1	24829.289000000	24832.313000000	28.7	45.1	3.024	16.4	-53.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1336	Spectrogram 1	1	24849.828000000	24852.732000000	28.7	48.4	2.904	19.7	-56.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1337	Spectrogram 1	1	24857.387000000	24858.740000000	27.9	41.8	1.353	13.9	-62.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1338	Spectrogram 1	1	24893.196000000	24896.618000000	32.0	48.4	3.422	16.4	-55.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1339	Spectrogram 1	1	24909.000000000	24911.626000000	20.5	50.0	2.626	29.5	-54.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1340	Spectrogram 1	1	24911.109000000	24914.809000000	19.7	53.3	3.700	33.6	-49.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1341	Spectrogram 1	1	24912.501000000	24917.395000000	25.4	61.5	4.894	36.1	-50.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1342	Spectrogram 1	1	24916.361000000	24918.509000000	32.0	46.7	2.148	14.7	-52.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1343	Spectrogram 1	1	24919.504000000	24922.130000000	22.1	37.7	2.626	15.6	-51.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1344	Spectrogram 1	1	24989.857000000	24992.682000000	29.5	45.1	2.825	15.6	-57.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1345	Spectrogram 1	1	25018.950000000	25022.610000000	31.1	46.7	3.660	15.6	-57.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1346	Spectrogram 1	1	25026.907000000	25030.249000000	32.0	72.1	3.342	40.1	-55.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1347	Spectrogram 1	1	25051.297000000	25054.201000000	33.6	46.7	2.904	13.1	-55.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1348	Spectrogram 1	1	25052.729000000	25054.201000000	13.1	30.3	1.472	17.2	-56.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1349	Spectrogram 1	1	25055.196000000	25057.902000000	12.3	63.1	2.706	50.8	-55.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1350	Spectrogram 1	1	25062.883000000	25064.435000000	27.9	48.4	1.552	20.5	-57.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1351	Spectrogram 1	1	25071.438000000	25074.979000000	32.0	73.0	3.541	41.0	-56.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1352	Spectrogram 1	1	25080.589000000	25082.300000000	27.9	44.3	1.711	16.4	-60.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1353	Spectrogram 1	1	25088.666000000	25090.496000000	30.3	53.3	1.830	23.0	-61.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1354	Spectrogram 1	1	25122.812000000	25124.324000000	18.0	86.1	1.512	68.1	-63.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1355	Spectrogram 1	1	25131.883000000	25136.101000000	33.8	68.9	4.218	35.1	-56.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1356	Spectrogram 1	1	25136.896000000	25139.562000000	10.7	169.7	2.666	159.0	-56.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1357	Spectrogram 1	1	25142.586000000	25145.331000000	18.0	257.4	2.745	239.4	-58.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1358	Spectrogram 1	1	25151.538000000	25154.164000000	32.8	65.6	2.626	32.8	-56.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1359	Spectrogram 1	1	25152.254000000	25157.745000000	25.4	59.0	5.491	33.6	-53.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1360	Spectrogram 1	1	25188.589000000	25190.419000000	28.7	45.1	1.830	16.4	-57.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1361	Spectrogram 1	1	25217.554000000	25219.424000000	30.3	45.9	1.870	15.6	-59.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1362	Spectrogram 1	1	25228.464000000	25230.573000000	30.3	45.9	2.109	15.6	-61.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1363	Spectrogram 1	1	25345.774000000	25348.321000000	27.0	63.1	2.547	36.1	-61.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1364	Spectrogram 1	1	25366.225000000	25370.284000000	30.3	93.4	4.059	63.1	-56.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1365	Spectrogram 1	1	25375.814000000	25379.116000000	27.0	65.6	3.302	38.6	-59.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1366	Spectrogram 1	1	25398.939000000	25400.212000000	23.8	42.6	1.273	18.8	-61.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1367	Spectrogram 1	1	25466.387000000	25468.377000000	23.8	42.6	1.990	18.8	-60.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1368	Spectrogram 1	1	25476.016000000	25480.750000000	17.2	276.2	4.734	259.0	-51.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1369	Spectrogram 1	1	25483.695000000	25486.162000000	11.5	45.1	2.467	33.6	-53.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1370	Spectrogram 1	1	25488.270000000	25491.414000000	32.8	68.9	3.144	36.1	-50.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1371	Spectrogram 1	1	25488.628000000	25493.124000000	10.7	57.4	4.496	46.7	-49.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1372	Spectrogram 1	1	25492.576000000	25493.928000000	27.0	41.0	1.352	14.0	-52.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1373	Spectrogram 1	1	25494.127000000	25498.186000000	19.7	54.9	4.059	35.2	-49.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1374	Spectrogram 1	1	25494.247000000	25495.639000000	31.1	65.6	1.392	34.5	-49.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1375	Spectrogram 1	1	25498.106000000	25501.050000000	32.0	68.0	2.944	36.0	-54.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1376	Spectrogram 1	1	25499.260000000	25502.363000000	9.0	54.9	3.103	45.9	-50.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1377	Spectrogram 1	1	25508.610000000	25510.838000000	27.0	67.2	2.228	40.2	-61.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1378	Spectrogram 1	1	25538.570000000	25542.429000000	14.8	89.3	3.859	74.5	-61.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1379	Spectrogram 1	1	25548.605000000	25551.271000000	30.3	67.2	2.666	36.9	-58.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1380	Spectrogram 1	1	25599.462000000	25601.530000000	28.7	46.7	2.068	18.0	-59.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1381	Spectrogram 1	1	25651.026000000	25654.289000000	27.9	93.4	3.263	65.5	-58.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1382	Spectrogram 1	1	25672.122000000	25674.867000000	28.7	67.2	2.745	38.5	-60.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1383	Spectrogram 1	1	25684.953000000	25688.415000000	25.0	88.1	3.462	63.1	-60.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1384	Spectrogram 1	1	25704.748000000	25708.170000000	22.1	255.7	3.422	233.6	-53.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1385	Spectrogram 1	1	25707.501000000	25710.764000000	10.7	186.9	3.263	176.2	-55.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1386	Spectrogram 1	1	25709.371000000	25713.987000000	25.4	38.5	4.616	13.1	-46.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1387	Spectrogram 1	1	25711.241000000	25713.629000000	14.8	55.7	2.388	40.9	-50.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1388	Spectrogram 1	1	25712.156000000	25714.743000000	22.1	35.2	2.587	13.1	-48.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1389	Spectrogram 1	1	25718.483000000	25723.337000000	24.6	55.7	4.854	31.1	-49.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1390	Spectrogram 1	1	25720.273000000	25724.491000000	18.0	50.8	4.218	32.8	-49.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1391	Spectrogram 1	1	25739.610000000	25741.679000000	32.8	163.9	2.069	131.1	-60.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1392	Spectrogram 1	1	25740.605000000	25743.231000000	35.2	54.1	2.626	18.9	-54.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1393	Spectrogram 1	1	25792.774000000	25794.764000000	30.3	68.0	1.990	37.7	-56.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1394	Spectrogram 1	1	25793.650000000	25794.963000000	23.0	53.3	1.313	30.3	-55.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1395	Spectrogram 1	1	25796.713000000	25798.066000000	18.9	56.6	1.353	37.7	-58.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1396	Spectrogram 1	1	25800.215000000	25803.756000000	28.7	45.9	3.541	17.2	-53.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1397	Spectrogram 1	1	25821.589000000	25823.101000000	16.4	49.2	1.512	32.8	-60.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1398	Spectrogram 1	1	25832.769000000	25834.162000000	27.0	50.8	1.393	23.8	-61.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1399	Spectrogram 1	1	25835.316000000	25836.629000000	34.4	53.3	1.313	18.9	-60.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1400	Spectrogram 1	1	25841.125000000	25844.308000000	27.9	66.4	3.183	38.5	-57.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1401	Spectrogram 1	1	25873.798000000	25877.180000000	27.0	68.0	3.382	41.0	-57.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1402	Spectrogram 1	1	25881.278000000	25883.705000000	28.7	46.7	2.427	18.0	-55.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1403	Spectrogram 1	1	25922.021000000	25923.652000000	27.9	45.9	1.631	18.0	-60.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1404	Spectrogram 1	1	25946.777000000	25950.597000000	30.3	63.9	3.820	33.6	-63.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1405	Spectrogram 1	1	25972.758000000	25976.260000000	30.3	68.9	3.502	38.6	-58.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1406	Spectrogram 1	1	26009.451000000	26012.594000000	33.6	87.7	3.143	54.1	-56.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1407	Spectrogram 1	1	26029.146000000	26031.732000000	29.5	67.2	2.586	37.7	-58.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1408	Spectrogram 1	1	26037.430000000	26040.891000000	31.1	94.3	3.461	63.2	-54.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1409	Spectrogram 1	1	26057.244000000	26060.427000000	28.7	62.3	3.183	33.6	-59.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1410	Spectrogram 1	1	26087.530000000	26089.400000000	17.2	70.5	1.870	53.3	-52.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1411	Spectrogram 1	1	26099.984000000	26101.217000000	33.6	50.8	1.233	17.2	-58.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1412	Spectrogram 1	1	26105.674000000	26110.010000000	31.1	92.6	4.336	61.5	-53.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1413	Spectrogram 1	1	26109.255000000	26112.796000000	16.4	93.4	3.541	77.0	-53.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1414	Spectrogram 1	1	26157.247000000	26161.862000000	23.8	55.7	4.615	31.9	-52.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1415	Spectrogram 1	1	26164.926000000	26167.392000000	22.1	36.1	2.466	14.0	-53.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1416	Spectrogram 1	1	26188.162000000	26194.209000000	21.3	54.9	6.047	33.6	-49.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1417	Spectrogram 1	1	26264.133000000	26265.724000000	32.0	45.9	1.591	13.9	-60.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1418	Spectrogram 1	1	26283.111000000	26285.459000000	15.6	59.0	2.348	43.4	-47.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1419	Spectrogram 1	1	26336.594000000	26337.947000000	21.3	36.1	1.353	14.8	-48.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1420	Spectrogram 1	1	26478.740000000	26483.833000000	34.4	54.1	5.093	19.7	-46.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1421	Spectrogram 1	1	26480.093000000	26488.209000000	17.2	34.4	8.116	17.2	-58.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1422	Spectrogram 1	1	26485.504000000	26489.562000000	34.4	68.9	4.058	34.5	-55.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1423	Spectrogram 1	1	26487.812000000	26489.244000000	24.6	39.3	1.432	14.7	-53.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1424	Spectrogram 1	1	26604.883000000	26606.276000000	17.2	89.3	1.393	72.1	-53.4	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1425	Spectrogram 1	1	26614.512000000	26618.212000000	32.0	49.2	3.700	17.2	-56.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1426	Spectrogram 1	1	26658.445000000	26660.435000000	17.2	47.5	1.990	30.3	-56.5	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1427	Spectrogram 1	1	26710.894000000	26716.305000000	9.8	88.5	5.411	78.7	-49.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1428	Spectrogram 1	1	26714.117000000	26720.124000000	11.5	152.5	6.007	141.0	-52.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1429	Spectrogram 1	1	26717.220000000	26719.170000000	26.2	39.3	1.950	13.1	-48.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1430	Spectrogram 1	1	26730.589000000	26731.703000000	13.1	57.4	1.114	44.3	-58.8	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1431	Spectrogram 1	1	26748.064000000	26752.321000000	32.8	50.0	4.257	17.2	-57.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1432	Spectrogram 1	1	26866.965000000	26868.636000000	33.6	49.2	1.671	15.6	-57.0	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1433	Spectrogram 1	1	26881.249000000	26885.506000000	36.1	57.4	4.257	21.3	-58.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1434	Spectrogram 1	1	27015.119000000	27018.143000000	28.3	45.5	3.024	17.2	-59.7	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1435	Spectrogram 1	1	27085.472000000	27090.326000000	35.2	49.2	4.854	14.0	-62.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1436	Spectrogram 1	1	27253.281000000	27259.567000000	34.4	50.0	6.286	15.6	-60.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1437	Spectrogram 1	1	27386.156000000	27390.971000000	32.8	49.2	4.815	16.4	-64.1	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1438	Spectrogram 1	1	27392.244000000	27394.034000000	50.8	66.4	1.790	15.6	-62.6	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1439	Spectrogram 1	1	27456.708000000	27458.618000000	34.4	58.2	1.910	23.8	-57.9	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1440	Spectrogram 1	1	27460.766000000	27462.477000000	15.6	126.2	1.711	110.6	-52.3	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
1441	Spectrogram 1	1	27466.416000000	27468.127000000	14.8	101.6	1.711	86.8	-52.2	N:\ELP\SOUND FILES\GabonSounds_2015\ceb1_oct2015\CEB1_20151005_000000.wav
